odd_home,odd_away,score_home,score_away
58.00,45.76,95,88
31.75,72.28,86,95
39.72,62.90,96,103
42.14,61.88,118,103
41.21,62.86,82,104
43.03,60.84,119,100
92.79,12.19,113,102
92.03,12.84,117,101
75.44,28.51,120,109
50.79,53.09,115,107
63.91,39.92,111,124
57.51,46.23,122,116
57.30,47.66,115,116
55.84,47.78,115,120
55.43,50.94,94,98
69.99,33.65,102,100
60.56,43.24,107,121
72.06,31.90,111,81
34.45,69.29,102,100
75.90,29.28,110,117
37.92,66.94,122,97
70.32,33.71,108,95
78.95,23.49,144,109
62.71,39.90,110,114
67.90,35.87,103,88
51.90,51.96,109,95
18.93,83.83,88,96
31.21,71.41,123,118
88.77,13.94,126,94
38.31,66.65,102,101
80.77,22.92,109,99
87.03,20.15,116,99
17.74,86.27,98,107
79.68,27.41,100,110
68.35,38.70,106,118
23.03,80.63,105,107
66.60,36.90,111,134
34.70,69.01,111,119
36.05,67.76,95,120
78.35,25.58,132,119
54.27,49.35,117,113
42.54,60.02,115,146
49.60,54.24,107,111
37.20,66.66,91,110
74.12,29.83,122,113
77.94,25.89,131,121
82.79,21.17,114,113
31.61,75.87,90,120
19.85,83.73,107,108
23.67,80.31,128,125
27.44,76.31,101,107
57.47,47.21,120,119
70.17,33.38,85,104
48.64,55.03,107,95
64.27,39.34,128,110
79.74,23.99,108,105
68.77,35.09,129,112
56.05,46.30,125,113
72.11,31.61,136,114
68.73,33.84,99,107
87.79,16.08,116,111
80.19,23.73,113,108
15.22,91.99,124,149
43.72,58.86,124,109
43.49,60.38,124,120
87.79,16.06,113,123
48.04,55.80,115,96
68.29,35.27,93,103
92.95,12.89,113,92
60.30,45.46,136,104
33.02,70.65,104,113
97.21,5.19,117,110
20.39,85.80,114,120
91.21,14.21,113,91
34.40,71.54,110,106
102.09,22.86,117,96
86.97,29.60,120,111
74.71,29.26,85,97
24.87,79.18,107,119
77.16,25.37,105,103
37.85,64.68,89,109
29.38,74.30,111,132
30.97,72.76,116,112
67.81,35.79,113,133
41.00,62.81,95,125
76.15,27.75,117,115
15.89,89.83,100,128
94.06,9.61,116,107
90.38,13.23,135,106
54.64,49.44,121,114
46.46,57.23,95,101
88.17,15.36,110,103
39.27,66.94,114,128
86.25,17.07,144,122
30.72,73.20,113,131
48.60,56.00,97,92
68.76,36.95,123,108
50.28,53.67,96,116
32.72,70.78,112,110
48.44,55.17,89,100
82.09,21.33,110,87
83.56,20.04,112,105
44.53,58.26,111,104
60.41,45.44,86,102
91.74,10.61,126,112
64.93,38.78,116,109
56.16,47.44,133,132
90.87,12.51,123,103
54.42,49.54,142,143
64.29,40.24,124,125
83.41,22.15,84,92
63.49,41.34,115,109
91.37,14.36,124,113
52.74,49.63,101,91
85.48,15.75,90,93
75.49,28.01,127,106
61.39,42.37,115,112
32.35,71.42,100,98
91.43,12.14,120,131
83.60,20.13,111,133
43.26,62.63,115,124
69.55,36.20,121,108
89.07,14.59,119,91
60.35,43.42,140,136
32.96,70.60,116,118
59.09,46.60,112,113
18.06,87.87,101,103
97.97,5.68,116,115
79.95,23.99,132,112
57.47,46.44,113,117
64.84,38.67,108,92
42.96,59.66,123,124
68.38,35.14,118,101
69.18,34.60,131,117
82.10,20.60,131,123
93.75,11.99,149,129
61.49,43.00,113,101
67.97,35.65,107,105
54.21,49.54,88,120
60.29,44.11,128,119
76.26,27.65,112,113
95.90,7.63,127,108
42.22,61.53,98,107
40.61,62.91,121,100
18.58,85.14,117,123
54.82,48.84,112,108
81.87,20.84,112,131
62.60,39.82,126,107
97.20,6.29,116,104
36.91,66.73,112,113
76.54,27.29,103,100
78.82,23.80,111,83
49.33,55.37,104,101
96.64,6.75,108,100
67.38,38.76,105,87
87.55,17.13,105,119
78.34,28.74,118,115
76.55,29.45,143,121
33.98,70.48,93,98
33.19,71.55,103,121
61.50,42.99,119,113
60.16,44.45,107,113
46.16,59.79,110,129
40.76,63.80,118,123
56.43,48.39,81,100
43.78,62.14,93,132
82.82,21.71,119,134
45.15,60.81,123,113
58.48,45.92,116,83
31.91,72.33,104,89
40.20,62.18,130,127
60.66,43.31,140,128
51.07,53.06,97,102
60.08,45.30,102,86
82.61,21.62,118,91
47.45,57.30,109,103
77.10,27.58,119,115
76.74,27.89,109,117
62.11,43.38,90,89
43.28,59.15,98,110
67.16,38.52,110,104
38.16,67.51,102,111
74.09,30.23,108,110
62.74,41.92,112,115
43.01,61.74,112,123
39.31,65.25,107,125
53.87,53.16,93,108
66.36,37.88,113,94
59.14,44.13,87,103
45.69,59.15,109,104
25.50,79.28,113,102
71.50,33.11,122,94
35.36,70.41,93,115
67.28,37.34,117,93
63.64,40.65,120,110
66.15,39.52,101,113
43.75,61.96,106,100
67.67,38.08,121,114
71.25,33.35,120,114
66.65,38.10,128,123
68.36,36.30,100,110
42.89,61.77,128,101
64.22,41.25,116,82
52.77,51.34,91,97
69.15,34.83,102,107
49.50,55.08,111,113
60.07,46.57,105,90
80.05,25.64,95,102
74.55,31.21,131,115
59.85,45.75,122,113
55.71,49.87,102,106
54.23,49.98,116,102
66.74,38.77,120,114
69.79,34.37,121,124
70.31,34.55,107,124
38.26,65.66,128,116
70.39,34.97,115,112
67.45,40.37,104,100
69.25,37.41,110,114
75.67,29.70,122,104
38.51,66.33,104,97
