odd_home,odd_away,score_home,score_away
72.15,35.37,113,124
36.10,66.73,104,112
39.71,64.12,104,115
51.82,51.96,112,99
88.43,15.47,129,98
33.10,70.51,125,118
36.00,67.52,125,136
84.79,20.92,134,123
49.07,55.78,123,112
61.86,42.79,112,120
58.57,46.36,131,119
39.40,63.99,122,105
76.10,27.73,128,111
61.17,43.63,110,124
92.64,11.33,109,90
10.07,93.89,114,109
73.62,29.91,118,121
35.63,68.01,110,122
30.43,73.35,123,112
72.28,31.53,112,116
24.66,79.13,104,91
78.96,24.78,112,94
47.39,55.93,117,134
56.00,47.99,121,99
49.52,55.34,113,125
58.73,46.10,120,111
83.49,20.36,115,105
58.05,45.51,129,110
71.36,32.45,112,123
91.84,13.03,97,95
62.50,42.06,129,115
70.19,33.66,102,108
24.01,79.83,106,125
61.59,44.16,114,125
64.16,39.22,143,130
53.45,50.30,120,114
42.48,62.25,91,109
85.40,19.40,111,105
31.14,73.67,118,114
37.02,66.55,95,111
52.83,50.93,120,106
51.27,52.19,94,101
91.77,12.25,114,113
44.95,60.54,125,124
49.40,55.45,129,116
86.79,19.41,133,95
44.77,59.24,104,94
53.79,50.01,130,114
25.10,78.41,112,119
58.23,46.46,118,117
37.64,66.23,115,137
74.99,28.82,106,97
38.53,68.49,111,119
72.27,31.27,122,108
44.12,59.79,91,114
66.61,38.31,98,96
76.94,26.79,130,101
39.13,64.62,122,111
79.34,24.51,119,112
51.13,52.32,112,125
64.39,39.41,119,113
86.94,16.93,127,122
58.05,46.65,105,100
69.65,33.86,101,105
43.09,62.91,113,128
47.11,56.77,119,94
75.09,28.67,110,113
53.10,50.39,100,91
52.07,50.88,119,97
32.97,70.68,95,103
37.25,65.51,103,109
96.35,9.43,135,129
46.10,57.91,118,109
69.35,34.87,134,132
55.85,48.08,132,121
20.49,86.33,99,124
51.77,52.11,106,111
60.72,43.09,120,118
77.00,26.75,124,108
53.38,51.50,92,118
52.49,51.07,119,114
46.99,57.92,110,99
71.38,32.18,115,119
75.70,29.13,109,92
24.64,80.58,121,138
75.07,27.65,122,95
45.11,58.60,103,106
71.76,31.69,117,123
19.30,85.55,105,123
50.08,53.85,113,114
43.58,62.30,123,119
61.54,42.74,114,93
67.08,36.52,103,115
86.45,18.43,105,121
15.49,88.54,91,112
65.87,37.71,116,147
58.15,45.75,116,111
41.56,62.92,123,101
71.63,31.23,111,108
49.44,54.46,103,107
25.47,81.35,99,121
85.39,18.32,100,103
27.04,76.69,104,87
46.67,55.85,116,122
32.19,72.63,111,118
83.43,21.62,130,110
47.21,57.57,107,111
87.12,16.77,117,105
61.09,42.46,134,116
64.88,38.90,121,132
44.66,58.88,124,120
27.22,76.52,108,123
60.73,42.98,108,109
67.15,36.49,102,133
63.08,42.52,110,102
56.39,47.24,100,98
80.45,21.10,134,106
53.17,50.62,109,118
33.92,69.71,106,136
25.00,78.97,99,107
80.51,23.06,121,129
38.94,64.65,109,104
64.17,39.35,110,119
68.10,36.70,115,102
36.88,66.84,149,146
38.64,65.13,128,117
16.98,86.83,115,129
67.13,39.72,118,91
50.24,54.78,105,111
36.57,66.69,95,96
58.63,46.96,112,129
18.82,84.87,126,114
58.67,45.22,122,123
76.74,26.93,105,104
61.21,42.35,112,126
61.62,41.67,120,101
35.81,67.86,119,109
24.45,79.36,90,116
18.84,85.77,94,118
35.72,68.10,125,147
31.66,73.20,131,126
59.70,44.14,102,81
60.26,44.23,124,126
37.36,66.22,108,105
46.97,56.61,100,116
59.49,44.31,114,93
32.94,70.87,107,92
52.90,50.70,105,109
68.83,34.62,104,101
85.19,18.73,123,111
82.57,22.22,124,106
82.21,21.63,97,102
51.12,52.70,116,104
33.75,69.55,110,106
38.60,65.18,128,132
27.98,75.82,82,109
33.81,69.43,107,106
29.71,75.03,108,115
39.17,64.43,106,116
51.02,52.85,122,107
57.28,46.64,107,121
87.41,17.44,108,94
63.96,39.43,107,88
73.96,29.82,108,99
83.18,21.36,130,108
61.59,42.15,122,125
44.74,58.81,103,119
41.59,61.97,113,117
10.19,93.73,108,115
76.23,28.61,98,85
41.51,62.17,119,104
55.11,48.71,129,114
56.36,47.54,117,108
66.01,37.55,116,113
93.97,9.97,129,115
67.01,37.81,121,101
67.95,35.86,141,103
42.73,61.14,104,107
89.58,15.40,108,100
69.26,33.84,102,107
16.62,88.66,90,101
69.63,34.17,108,133
40.73,63.00,112,120
78.06,26.73,127,108
76.29,28.23,128,124
22.55,80.28,110,114
20.97,83.92,120,110
51.06,51.55,126,130
95.72,12.15,120,106
60.02,44.56,103,94
51.64,52.22,117,122
29.06,75.78,98,116
36.11,67.68,125,113
62.32,41.99,122,110
55.34,47.52,101,81
58.33,46.35,110,123
54.21,49.47,102,103
70.96,32.54,120,118
65.24,38.44,104,119
76.62,29.11,129,118
57.69,45.77,106,113
54.91,51.02,121,99
91.50,14.42,115,96
32.94,71.53,103,109
39.22,65.32,96,97
59.64,43.93,123,115
69.39,34.09,102,111
13.45,90.32,147,135
40.79,62.70,112,124
61.63,42.81,117,109
87.50,17.73,119,101
74.77,28.95,118,102
77.82,28.46,113,115
44.18,61.08,125,120
73.25,31.90,113,107
35.36,68.11,125,123
58.01,44.55,116,93
30.34,73.66,108,104
45.59,59.64,104,125
71.04,34.12,108,97
42.49,61.67,91,84
82.45,21.65,129,96
40.41,63.52,123,128
44.50,59.40,105,109
70.14,35.02,101,117
73.77,30.32,75,105
70.69,35.26,112,106
60.53,43.53,106,104
73.80,30.29,100,120
68.66,36.15,116,113
83.21,22.99,122,115
79.69,24.68,103,91
83.44,21.31,112,95
26.61,78.59,100,138
76.43,28.67,116,92
41.35,62.64,127,125
67.51,36.25,124,97
50.98,54.18,106,103
80.63,23.17,112,109
60.30,43.09,114,104
62.37,41.54,87,111
79.44,24.71,105,109
87.01,17.11,111,108
73.20,30.81,125,108
89.50,14.35,111,106
34.86,70.09,126,132
52.16,51.85,107,118
13.94,90.15,99,128
49.10,54.80,109,116
49.34,54.53,93,104
19.56,85.68,101,110
65.03,37.40,95,104
43.47,60.37,100,117
46.91,58.28,102,112
60.16,43.90,122,116
9.05,95.18,87,117
83.68,20.48,137,134
67.14,35.56,112,111
43.65,60.18,127,122
65.04,38.99,112,94
68.64,35.13,109,88
42.08,62.08,91,101
15.19,88.95,99,121
28.39,76.78,128,107
42.94,60.79,106,105
42.58,61.28,96,88
35.72,69.20,102,120
71.79,32.40,116,129
40.55,63.59,89,114
92.05,14.35,130,127
19.42,84.66,86,96
36.26,68.41,99,125
67.17,36.95,112,98
75.35,28.71,100,90
47.86,56.03,122,125
37.45,67.33,113,105
59.21,48.05,117,125
14.22,89.91,124,128
7.43,96.86,103,115
26.80,77.40,115,105
76.41,27.62,117,115
56.46,47.82,123,144
79.01,25.06,132,90
56.08,48.22,115,110
73.20,30.54,118,131
57.61,46.23,116,107
79.33,24.72,110,118
64.14,38.74,89,101
23.84,80.32,110,105
53.37,50.60,117,124
81.91,22.19,109,118
81.82,23.32,135,117
73.51,30.58,90,94
34.15,69.32,122,109
30.95,71.62,101,108
75.61,28.52,128,124
56.30,47.64,123,115
83.77,20.46,130,115
79.40,24.71,110,111
71.96,33.30,94,102
62.57,45.94,105,107
22.98,81.08,112,100
62.95,40.94,114,107
62.47,41.61,105,94
72.03,32.01,141,136
80.31,25.92,108,111
71.42,32.63,113,116
81.36,22.54,123,116
21.65,81.39,92,94
34.10,69.75,130,96
54.48,49.64,137,106
67.40,36.19,100,113
100.15,6.11,125,115
60.95,43.17,116,118
79.94,24.19,108,113
86.45,17.74,118,90
75.32,28.73,114,126
74.29,29.85,103,83
73.25,30.95,118,101
39.48,65.22,137,122
45.09,58.75,118,108
38.01,65.82,107,112
26.29,80.03,109,124
30.40,73.66,109,130
71.27,32.87,122,123
20.14,83.84,94,108
22.11,81.95,120,122
64.18,39.79,91,96
54.89,50.57,120,116
86.83,21.67,102,106
60.85,42.92,99,108
87.28,19.09,127,112
46.02,57.84,102,94
43.37,61.71,98,123
57.78,46.06,103,106
38.39,65.48,106,100
93.66,11.62,126,96
22.59,81.53,103,109
50.02,53.13,109,130
72.24,32.86,96,114
69.99,33.62,93,108
43.57,60.21,93,83
25.18,79.96,96,93
67.63,37.02,95,106
30.10,74.01,80,113
74.63,29.38,100,83
72.98,30.75,122,119
36.54,67.23,92,116
79.63,24.22,130,133
75.96,29.21,119,99
75.00,28.81,128,105
81.25,22.93,99,118
24.95,80.20,107,121
72.17,31.90,126,107
65.15,38.84,145,141
28.68,77.53,119,108
90.32,13.90,124,101
51.33,52.71,111,86
57.78,46.51,125,115
26.76,77.29,107,118
28.48,75.31,97,144
58.45,46.51,86,95
35.08,68.70,106,116
58.25,45.99,111,116
49.48,54.64,100,93
75.57,29.65,107,115
75.36,28.41,107,115
67.29,36.83,124,111
19.02,85.29,109,110
88.80,15.34,128,120
41.88,62.18,111,116
83.34,21.81,127,91
45.16,61.05,100,116
36.79,66.99,128,129
41.07,61.75,108,107
28.21,77.00,118,94
8.20,96.00,130,110
12.95,90.96,106,104
66.51,37.43,98,95
43.18,60.93,113,120
55.65,48.20,73,124
71.19,32.68,128,126
45.54,59.52,106,103
85.93,17.75,111,116
41.11,62.92,119,114
28.93,75.12,106,125
20.14,84.09,89,109
55.22,49.89,107,109
48.43,55.84,119,128
58.95,47.44,120,130
63.29,40.67,112,122
36.32,67.56,108,121
73.19,30.60,138,115
38.51,65.37,95,123
89.59,14.49,138,99
54.88,48.95,111,98
58.06,46.05,106,102
43.80,60.23,100,120
71.27,32.83,122,124
52.42,50.59,104,124
55.23,52.76,119,131
